Van,An,Binh,Chi,Dung,Em,Phong
83700,9700.23,5642.42,6212.60,10082.79,17161.52,11200.44
83800,9560.23,5712.42,6282.60,10092.79,17081.52,11270.44
83900,9510.23,5752.42,6322.60,10102.79,17091.52,11220.44
84000,9370.23,5612.42,6497.60,10187.79,17041.52,11290.44
84100,9395.23,5622.42,6432.60,10167.79,17081.52,11300.44
84200,9165.23,5932.42,6592.60,10027.79,17061.52,11220.44
84300,9115.23,6032.42,6632.60,9917.79,17071.52,11230.44
84400,9005.23,5982.42,6852.60,9837.79,17081.52,11240.44
84500,8955.23,5992.42,6922.60,9937.79,17061.52,11130.44
84600,8875.23,6152.42,6992.60,9767.79,17191.52,11020.44
84700,8750.23,6147.42,6972.60,10002.79,17171.52,10955.44
84800,8789.55,6157.42,6922.60,10102.79,17031.52,10996.11
84900,8886.23,6077.42,7082.60,9932.79,17014.85,11006.11
85000,9014.98,5997.42,7182.60,9944.03,16934.85,10926.11
85100,8934.98,6247.42,7342.60,9864.03,16824.85,10786.11
85200,8764.98,6167.42,7352.60,10024.03,16804.85,10886.11
85300,8714.01,6057.90,7332.60,10034.52,16964.85,10896.11
85400,8573.72,5977.90,7372.60,10134.52,17005.15,10936.11
85500,8508.72,5957.90,7562.60,10144.52,16955.15,10871.11
85600,8750.74,5971.61,7482.60,10338.79,16785.15,10671.11
85700,8639.12,5951.61,7552.60,10378.79,16826.77,10651.11
85800,8619.12,6096.61,7562.60,10313.79,16806.77,10601.11
85900,8659.12,6196.61,7422.60,10263.79,16726.77,10731.11
86000,8639.12,6146.61,7582.60,10183.79,16676.77,10771.11
86100,8619.12,6006.61,7682.60,10433.79,16596.77,10661.11
86200,8719.12,6001.61,7662.60,10353.79,16531.77,10731.11
86300,8665.04,6101.61,7631.68,10273.79,16676.77,10651.11
86400,8495.04,6141.61,7671.68,10373.79,16686.77,10631.11
86500,8295.04,6376.61,7741.68,10248.79,16666.77,10671.11
86600,8609.31,6592.34,7661.68,10078.79,16526.77,10531.11
86700,8676.37,6482.34,7671.68,10058.79,16419.71,10691.11
86800,8626.37,6402.34,7591.68,9978.79,16669.71,10731.11
86900,8576.37,6292.34,7541.68,10168.79,16739.71,10681.11
87000,8586.37,6242.34,7401.68,10118.79,16749.71,10901.11
87100,8713.80,6102.34,7534.25,10068.79,16729.71,10851.11
87200,8633.80,6082.34,7394.25,10018.79,16769.71,11101.11
87300,8613.80,6122.34,7344.25,9878.79,16689.71,11351.11
87400,8677.34,6072.34,7387.01,9768.79,16703.41,11391.11
87500,8567.34,6082.34,7577.01,9748.79,16713.41,11311.11
87600,8517.34,6152.34,7587.01,9968.79,16543.41,11231.11
87700,8617.34,6162.34,7687.01,9978.79,16343.41,11211.11
87800,8537.34,6232.34,7637.01,9988.79,16533.41,11071.11
87900,8667.34,6272.34,7617.01,9758.79,16783.41,10901.11
88000,8730.50,6312.34,7747.01,9588.79,16673.41,10947.95
88100,8855.56,6262.34,7730.33,9600.41,16653.41,10897.95
88200,9015.56,6332.34,7560.33,9580.41,16693.41,10817.95
88300,8992.91,6250.90,7750.33,9474.49,16553.41,10977.95
88400,9122.91,6260.90,7790.33,9424.49,16443.41,10957.95
88500,9252.91,6390.90,7710.33,9254.49,16363.41,11027.95
88600,9202.91,6310.90,7870.33,9384.49,16253.41,10977.95
88700,9122.91,6230.90,8075.33,9514.49,16053.41,11002.95
88800,8982.91,6300.90,8085.33,9524.49,16033.41,11072.95
88900,8962.91,6250.90,8185.33,9534.49,16133.41,10932.95
89000,8942.91,6050.90,8015.33,9604.49,16143.41,11242.95
89100,8832.91,6060.90,8295.33,9614.49,16153.41,11042.95
89200,8842.91,6070.90,8320.33,9654.49,16073.41,11037.95
89300,9031.48,5960.90,8420.33,9604.49,16053.41,10929.38
89400,9101.18,5761.20,8370.33,9704.49,15913.41,11149.38
89500,9021.18,5711.20,8350.33,9804.49,15953.41,11159.38
89600,8971.18,5721.20,8390.33,9874.49,15963.41,11079.38
89700,8976.88,5641.20,8340.33,9734.49,15973.41,11333.68
89800,8986.88,5651.20,8320.33,9834.49,15983.41,11223.68
89900,8936.88,5661.20,8480.33,9664.49,15843.41,11413.68
90000,9005.45,5881.20,8490.33,9585.92,15763.41,11273.68
90100,9015.45,5771.20,8530.33,9715.92,15623.41,11343.68
90200,9115.45,5691.20,8630.33,9605.92,15543.41,11413.68
90300,9065.45,5791.20,8670.33,9540.92,15463.41,11468.68
90400,9135.45,5651.20,8830.33,9520.92,15503.41,11358.68
90500,9085.45,5571.20,8750.33,9650.92,15453.41,11488.68
90600,9152.70,5731.20,8673.09,9750.92,15223.41,11468.68
90700,9072.70,6041.20,8653.09,9670.92,15203.41,11358.68
90800,9142.70,6021.20,8453.09,9830.92,15243.41,11308.68
90900,9032.70,5851.20,8703.09,10050.92,15283.41,11078.68
91000,9102.70,5891.20,8713.09,10000.92,15353.41,10938.68
91100,9112.70,5721.20,8723.09,10280.92,15303.41,10858.68
91200,9092.70,5731.20,8733.09,10170.92,15403.41,10868.68
91300,9132.70,5561.20,8713.09,10180.92,15383.41,11028.68
91400,9020.70,5541.20,8755.09,10370.92,15273.41,11038.68
91500,8820.70,5521.20,8735.09,10440.92,15463.41,11018.68
91600,8890.70,5291.20,8715.09,10600.92,15473.41,11028.68
91700,8810.70,5481.20,8725.09,10580.92,15393.41,11008.68
91800,8820.70,5371.20,8615.09,10620.92,15613.41,10958.68
91900,8830.70,5471.20,8550.09,10630.92,15503.41,11013.68
92000,8720.70,5511.20,8710.09,10610.92,15363.41,11083.68
92100,8790.70,5551.20,8660.09,10680.92,15313.41,11003.68
92200,8890.70,5441.20,8700.09,10600.92,15323.41,11043.68
92300,8870.70,5541.20,8590.09,10700.92,15243.41,11053.68
92400,8730.70,5611.20,8570.09,10710.92,15313.41,11063.68
92500,8620.70,5441.20,8610.09,10810.92,15293.41,11223.68
92600,8690.70,5451.20,8620.09,10640.92,15273.41,11323.68
92700,8670.70,5281.20,8705.09,10605.92,15223.41,11513.68
92800,8470.70,5291.20,8625.09,10735.92,15023.41,11853.68
92900,8510.70,5151.20,8635.09,10715.92,14973.41,12013.68
93000,8490.70,5371.20,8585.09,10815.92,14893.41,11843.68
93100,8320.70,5261.20,8715.09,10765.92,14903.41,12033.68
93200,8390.70,5361.20,8635.09,10805.92,14733.41,12073.68
93300,8190.70,5581.20,8645.09,10695.92,14773.41,12113.68
93400,8110.70,5771.20,8655.09,10705.92,14828.41,11928.68
93500,8060.70,5661.20,8800.09,10730.92,14898.41,11848.68
93600,8040.70,5671.20,8960.09,10590.92,14788.41,11948.68
93700,8260.70,5621.20,8940.09,10510.92,14738.41,11928.68
93800,8150.70,5601.20,8920.09,10760.92,14598.41,11968.68
93900,8130.70,5596.20,8975.09,10650.92,14698.41,11948.68
94000,8200.70,5471.20,9015.09,10735.92,14798.41,11778.68
94100,8268.13,5423.77,8815.09,10715.92,14958.41,11818.68
94200,8398.13,5343.77,8915.09,10665.92,14968.41,11708.68
94300,8258.13,5413.77,8745.09,10645.92,15083.41,11853.68
94400,8388.13,5363.77,8605.09,10505.92,15183.41,11953.68
94500,8248.13,5433.77,8555.09,10455.92,15403.41,11903.68
94600,8138.13,5353.77,8565.09,10645.92,15383.41,11913.68
94700,8058.13,5393.77,8515.09,10535.92,15603.41,11893.68
94800,7978.13,5373.77,8525.09,10605.92,15673.41,11843.68
94900,7958.13,5293.77,8475.09,10615.92,15713.41,11943.68
95000,8055.56,5306.34,8605.09,10505.92,15513.41,12013.68
95100,8095.56,5226.34,8735.09,10335.92,15613.41,11993.68
95200,7925.56,5116.34,8745.09,10495.92,15743.41,11973.68
95300,7635.56,5246.34,8755.09,10565.92,15873.41,11923.68
95400,7825.45,5195.09,8855.09,10517.27,15853.41,11753.68
95500,7775.45,5175.09,8955.09,10647.27,15743.41,11703.68
95600,7841.94,5185.09,8905.09,10627.27,15756.93,11683.68
95700,7818.43,5165.09,9125.09,10487.27,15766.93,11637.19
95800,7886.24,5115.09,9225.09,10529.46,15746.93,11497.19
95900,8039.40,5247.66,9265.09,10179.46,15786.93,11481.46
96000,8109.40,5077.66,9365.09,10279.46,15586.93,11581.46
96100,8116.08,5057.66,9375.09,10229.46,15596.93,11624.79
96200,8190.16,5183.58,9355.09,10239.46,15366.93,11664.79
96300,8347.02,5226.71,9275.09,10159.46,15466.93,11524.79
96400,8477.02,5146.71,9345.09,10109.46,15416.93,11504.79
96500,8487.02,5066.71,9355.09,10299.46,15366.93,11424.79
96600,8407.02,5136.71,9395.09,10369.46,15316.93,11374.79
96700,8387.02,5146.71,9465.09,10259.46,15386.93,11354.79
96800,8517.02,5066.71,9445.09,10239.46,15366.93,11364.79
96900,8587.02,5046.71,9305.09,10279.46,15346.93,11434.79
97000,8567.02,4966.71,9225.09,10229.46,15686.93,11324.79
97100,8547.02,4886.71,9145.09,10269.46,15816.93,11334.79
97200,8497.02,4986.71,9065.09,10219.46,15826.93,11404.79
97300,8597.02,4981.71,9015.09,10049.46,15941.93,11414.79
97400,8637.02,4811.71,9055.09,9999.46,16161.93,11334.79
97500,8467.02,4971.71,9065.09,9889.46,16321.93,11284.79
97600,8477.02,4921.71,8985.09,9929.46,16481.93,11204.79
97700,8277.02,4931.71,9085.09,9939.46,16731.93,11034.79
97800,8107.02,5091.71,9065.09,9859.46,16831.93,11044.79
97900,8353.89,4951.71,9105.09,9992.60,16661.93,10934.79
98000,8257.46,4901.71,9085.09,10077.60,16643.36,11034.79
98100,8177.46,4881.71,9095.09,10117.60,16683.36,11044.79
98200,7977.46,5041.71,9255.09,10097.60,16753.36,10874.79
98300,8017.46,5021.71,9355.09,10167.60,16613.36,10824.79
98400,8257.30,4941.71,9395.09,10063.68,16503.36,10838.87
98500,8323.21,4831.71,9405.09,10103.68,16513.36,10822.95
98600,8389.70,4875.23,9475.09,10083.68,16463.36,10712.95
98700,8279.70,4855.23,9545.09,10213.68,16443.36,10662.95
98800,8139.70,4955.23,9615.09,10073.68,16393.36,10822.95
98900,7969.70,4995.23,9595.09,10023.68,16463.36,10952.95
99000,8193.78,5031.15,9515.09,9913.68,16383.36,10962.95
99100,8334.51,4955.42,9525.09,10058.68,16303.36,10822.95
99200,8194.51,4845.42,9595.09,10248.68,16463.36,10652.95
99300,8144.51,5035.42,9425.09,10228.68,16353.36,10812.95
99400,8154.51,5105.42,9315.09,10208.68,16333.36,10882.95
99500,8044.40,4875.42,9445.09,10188.79,16463.36,10982.95
99600,7904.40,5035.42,9485.09,10258.79,16353.36,10962.95
99700,7884.40,5135.42,9435.09,10178.79,16363.36,11002.95
99800,7924.40,5250.42,9385.09,10278.79,16238.36,10922.95
99900,7844.40,5110.42,9425.09,10198.79,16278.36,11142.95
100000,7824.40,5120.42,9435.09,10148.79,16408.36,11062.95
